time,cpu_usage,mem_usage,disk_util
2018-09-01T11:55:00Z,17.555923139177484,41.424961900826325,0.017
2018-09-01T12:00:00Z,17.222312328581584,41.43149902703395,0.017333333333333333
2018-09-01T12:05:00Z,16.888701517985687,41.43803615324157,0.017
2018-09-01T12:10:00Z,16.555090707389787,41.44457327944919,0.017333333333333333
2018-09-01T12:15:00Z,16.221479896793888,41.45111040565681,0.017
2018-09-01T12:20:00Z,15.88786908619799,41.45764753186443,0.017333333333333333
2018-09-01T12:25:00Z,15.554258275602091,41.46418465807205,0.017333333333333333
2018-09-01T12:30:00Z,15.220647465006193,41.470721784279675,0.017
2018-09-01T12:35:00Z,14.887036654410295,41.47725891048729,0.017333333333333333
2018-09-01T12:40:00Z,14.553425843814395,41.48379603669491,0.017
2018-09-01T12:45:00Z,14.219815033218497,41.49033316290254,0.017333333333333333
2018-09-01T12:50:00Z,13.886204222622599,41.496870289110156,0.017333333333333333
2018-09-01T12:55:00Z,14.001305992958105,41.50046187990143,0.009333333333333332
2018-09-01T13:00:00Z,14.116407763293612,41.5040534706927,0.009333333333333332
2018-09-01T13:05:00Z,14.231509533629119,41.50764506148398,0.009333333333333332
2018-09-01T13:10:00Z,14.346611303964625,41.51123665227525,0.009333333333333332
2018-09-01T13:15:00Z,14.461713074300132,41.514828243066525,0.009333333333333332
2018-09-01T13:20:00Z,14.576814844635637,41.5184198338578,0.009333333333333332
2018-09-01T13:25:00Z,14.691916614971145,41.52201142464907,0.009333333333333332
2018-09-01T13:30:00Z,14.807018385306652,41.525603015440346,0.009333333333333332
2018-09-01T13:35:00Z,14.922120155642158,41.52919460623162,0.009333333333333332
2018-09-01T13:40:00Z,15.037221925977663,41.532786197022894,0.009333333333333332
2018-09-01T13:45:00Z,15.15232369631317,41.53637778781416,0.009333333333333332
2018-09-01T13:50:00Z,15.267425466648676,41.539969378605434,0.009333333333333332
2018-09-01T13:55:00Z,15.382527236984181,41.54356096939671,0.009333333333333332
2018-09-01T14:00:00Z,15.497629007319688,41.54715256018798,0.009333333333333332
2018-09-01T14:05:00Z,15.612730777655196,41.550744150979256,0.009333333333333332
2018-09-01T14:10:00Z,15.727832547990703,41.55433574177053,0.009333333333333332
2018-09-01T14:15:00Z,15.842934318326208,41.5579273325618,0.009333333333333332
2018-09-01T14:20:00Z,15.958036088661714,41.56151892335308,0.009333333333333332
2018-09-01T14:25:00Z,16.07313785899722,41.56511051414435,0.009333333333333332
2018-09-01T14:30:00Z,16.188239629332728,41.568702104935625,0.009333333333333332
2018-09-01T14:35:00Z,16.303341399668234,41.5722936957269,0.009333333333333332
2018-09-01T14:40:00Z,16.41844317000374,41.57588528651817,0.009666666666666667
2018-09-01T14:45:00Z,16.388690964409935,41.5770504988876,0.006333333333333333
2018-09-01T14:50:00Z,16.358938758816127,41.57821571125704,0.006333333333333333
2018-09-01T14:55:00Z,16.32918655322232,41.57938092362647,0.006666666666666667
2018-09-01T15:00:00Z,16.299434347628512,41.5805461359959,0.006333333333333333
2018-09-01T15:05:00Z,16.269682142034704,41.58171134836533,0.006666666666666667
2018-09-01T15:10:00Z,16.239929936440898,41.58287656073477,0.006333333333333333
2018-09-01T15:15:00Z,16.21017773084709,41.584041773104204,0.006666666666666667
2018-09-01T15:20:00Z,16.180425525253284,41.58520698547363,0.006333333333333333
2018-09-01T15:25:00Z,16.150673319659475,41.58637219784306,0.006666666666666667
2018-09-01T15:30:00Z,16.120921114065666,41.5875374102125,0.006333333333333333
2018-09-01T15:35:00Z,16.09116890847186,41.588702622581934,0.006666666666666667
2018-09-01T15:40:00Z,16.061416702878056,41.58986783495136,0.006333333333333333
2018-09-01T15:45:00Z,16.031664497284247,41.59103304732079,0.006333333333333333
2018-09-01T15:50:00Z,16.00191229169044,41.59219825969023,0.006666666666666667
2018-09-01T15:55:00Z,15.972160086096633,41.593363472059664,0.006333333333333333
2018-09-01T16:00:00Z,15.942407880502826,41.59452868442909,0.006666666666666667
2018-09-01T16:05:00Z,15.912655674909018,41.59569389679852,0.006333333333333333
2018-09-01T16:10:00Z,15.88290346931521,41.59685910916796,0.006666666666666667
2018-09-01T16:15:00Z,15.853151263721404,41.598024321537395,0.006333333333333333
2018-09-01T16:20:00Z,15.823399058127597,41.599189533906824,0.006666666666666667
2018-09-01T16:25:00Z,15.79364685253379,41.60035474627625,0.006333333333333333
2018-09-01T16:30:00Z,15.763894646939983,41.60151995864569,0.006666666666666667
2018-09-01T16:35:00Z,15.734142441346174,41.602685171015125,0.006333333333333333
2018-09-01T16:40:00Z,15.704390235752367,41.603850383384554,0.006666666666666667
2018-09-01T16:45:00Z,16.54281162378237,41.79088818042027,0.03233333333333333
2018-09-01T16:50:00Z,17.381233011812373,41.97792597745598,0.03266666666666667
2018-09-01T16:55:00Z,18.219654399842376,42.164963774491696,0.03233333333333333
2018-09-01T17:00:00Z,19.058075787872376,42.35200157152741,0.03266666666666667
2018-09-01T17:05:00Z,19.89649717590238,42.53903936856313,0.03233333333333333
2018-09-01T17:10:00Z,20.734918563932382,42.726077165598845,0.03266666666666667
2018-09-01T17:15:00Z,21.573339951962385,42.91311496263456,0.03233333333333333
2018-09-01T17:20:00Z,22.411761339992385,43.10015275967027,0.03266666666666667
2018-09-01T17:25:00Z,23.250182728022388,43.28719055670599,0.03233333333333333
2018-09-01T17:30:00Z,24.08860411605239,43.4742283537417,0.03266666666666667
2018-09-01T17:35:00Z,24.927025504082394,43.661266150777415,0.03233333333333333
2018-09-01T17:40:00Z,25.765446892112394,43.84830394781313,0.03266666666666667
2018-09-01T17:45:00Z,26.603868280142397,44.03534174484884,0.03233333333333333
2018-09-01T17:50:00Z,27.4422896681724,44.222379541884564,0.03266666666666667
2018-09-01T17:55:00Z,28.280711056202403,44.40941733892028,0.03233333333333333
2018-09-01T18:00:00Z,29.119132444232402,44.59645513595599,0.03266666666666667
2018-09-01T18:05:00Z,29.957553832262406,44.783492932991706,0.03233333333333333
2018-09-01T18:10:00Z,30.795975220292405,44.97053073002742,0.03266666666666667
2018-09-01T18:15:00Z,23.39172937345939,48.8080792427063,1.3293333333333335
2018-09-01T18:20:00Z,21.22877352777695,52.11974700291952,0.509
2018-09-01T18:25:00Z,22.297733404881214,53.7921941280365,0.6926666666666667
2018-09-01T18:30:00Z,22.352861136280794,51.07433001200358,0.338
2018-09-01T18:35:00Z,24.564823393338223,51.83531387646993,0.5696666666666667
2018-09-01T18:40:00Z,19.32870972047901,50.98609805107117,0.17766666666666667
2018-09-01T18:45:00Z,17.791361624764733,50.2077165444692,0.187
2018-09-01T18:50:00Z,19.958194203789006,49.222805658976235,0.18366666666666664
2018-09-01T18:55:00Z,20.85730102066527,50.967726151148476,0.44466666666666665
2018-09-01T19:00:00Z,17.97164277180695,51.00280424155811,0.22399999999999998
2018-09-01T19:05:00Z,18.0854973977971,51.08297742198819,0.016333333333333335
2018-09-01T19:10:00Z,18.199352023787245,51.16315060241827,0.016333333333333335
2018-09-01T19:15:00Z,18.313206649777392,51.24332378284835,0.016333333333333335
2018-09-01T19:20:00Z,18.427061275767542,51.32349696327843,0.016333333333333335
2018-09-01T19:25:00Z,18.54091590175769,51.40367014370852,0.016333333333333335
2018-09-01T19:30:00Z,18.654770527747836,51.4838433241386,0.016333333333333335
2018-09-01T19:35:00Z,18.768625153737986,51.56401650456868,0.016333333333333335
2018-09-01T19:40:00Z,18.882479779728133,51.64418968499876,0.016333333333333335
2018-09-01T19:45:00Z,18.65571531225148,51.68415335048997,0.013666666666666667
2018-09-01T19:50:00Z,18.42895084477483,51.724117015981186,0.013666666666666667
2018-09-01T19:55:00Z,18.202186377298176,51.7640806814724,0.013666666666666667
2018-09-01T20:00:00Z,17.97542190982152,51.804044346963614,0.013666666666666667
2018-09-01T20:05:00Z,17.748657442344864,51.844008012454836,0.013666666666666667
2018-09-01T20:10:00Z,17.521892974868212,51.88397167794605,0.013666666666666667
2018-09-01T20:15:00Z,17.29512850739156,51.923935343437265,0.013666666666666667
2018-09-01T20:20:00Z,17.068364039914904,51.96389900892848,0.013666666666666667
2018-09-01T20:25:00Z,16.841599572438252,52.00386267441969,0.013666666666666667
2018-09-01T20:30:00Z,19.225895769480854,51.96682517345135,0.014333333333333333
2018-09-01T20:35:00Z,21.610191966523455,51.929787672483,0.014333333333333333
2018-09-01T20:40:00Z,23.994488163566054,51.892750171514656,0.014333333333333333
2018-09-01T20:45:00Z,26.378784360608655,51.85571267054631,0.014333333333333333
